"title","author","journal","year","vol","page","place","title_raw","author_raw"
"澳门:冒险家的乐园(澳门通讯)","鲍威尔","《国讯》",1947,"第430期","9","上海","澳门:冒险家的乐园(澳门通讯)","鲍威尔"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:武大教授会宣言","M.H.","《国讯》",1947,"第417期","11","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:武大教授会宣言","M.H."
"英美与印尼之战","闵军","《国讯》",1947,"第432期","7","上海","英美与印尼之战","闵军"
"两条道路和两种斗争(一周时事提要)","石啸冲","《国讯》",1947,"第430期","10-11","上海","两条道路和两种斗争(一周时事提要)","石啸冲"
"可以令我们感受刺激和借以为鉴的几件事","江问渔","《国讯》",1947,"第427期","3","上海","可以令我们感受刺激和借以为鉴的几件事","江问渔"
"野村使美回忆录(未完)","罗多夫","《国讯》",1947,"第422期","11","上海","野村使美回忆录(未完)","罗多夫 苏新"
"野村使美回忆录(未完)","苏新","《国讯》",1947,"第422期","11","上海","野村使美回忆录(未完)","罗多夫 苏新"
"国大后台见闻录:十一月廿一日……","非非","《国讯》",1947,"第442期","9","上海","国大后台见闻录:十一月廿一日……","非非"
"打不得了!","卫玉","《国讯》",1947,"第414期","2-3","上海","打不得了!","卫玉"
"说亮话:生物都在要求晴和而光明:参政会驻会委员会纪要","黄炎培","《国讯》",1947,"第422期","封1","上海","说亮话:生物都在要求晴和而光明:参政会驻会委员会纪要","黄炎培"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:蓉人权保障会通电全国","M.H.","《国讯》",1947,"第442期","11","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:蓉人权保障会通电全国","M.H."
"人民的世纪:报道国内外民主消息，记载全世界解放运动:法政府提报业新宪章","M.H.","《国讯》",1947,"第422期","12","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:法政府提报业新宪章","M.H."
"人民的世纪:报道国内外民主消息，记载全世界解放运动:民盟中委范朴斋等被释","M.H.","《国讯》",1947,"第419期","11","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:民盟中委范朴斋等被释","M.H."
"人民的世纪:报道国内外民主消息，记载全世界解放运动:小教联抗议开会被禁","M.H.","《国讯》",1947,"第431期","11","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:小教联抗议开会被禁","M.H."
"人民的世纪:报道国内外民主消息，记载全世界解放运动:英议员答大公报问","M.H.","《国讯》",1947,"第418期","11","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:英议员答大公报问","M.H."
"再谈工商业出路","龟溪","《国讯》",1947,"第421期","4-5","上海","再谈工商业出路","龟溪"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:大公报要求新闻自由","M.H.","《国讯》",1947,"第417期","11","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:大公报要求新闻自由","M.H."
"人民的世纪:报道国内外民主消息，记载全世界解放运动:参政会和平提案","M.H.","《国讯》",1947,"第415期","8","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:参政会和平提案","M.H."
"法越之战与美国:“注目越南的独立运动”下篇","Lewis，A.","《国讯》",1947,"第443期","9","上海","法越之战与美国:“注目越南的独立运动”下篇","Lewis，A. 文骊"
"法越之战与美国:“注目越南的独立运动”下篇","文骊","《国讯》",1947,"第443期","9","上海","法越之战与美国:“注目越南的独立运动”下篇","Lewis，A. 文骊"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:美报评蒋主席谈话","M.H.","《国讯》",1947,"第425期","11","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:美报评蒋主席谈话","M.H."
"一个庄严而沈痛的提案:一位老参政员的私人笔记(之二)","方登朋","《国讯》",1947,"第416期","2","上海","一个庄严而沈痛的提案:一位老参政员的私人笔记(之二)","方登朋"
"今日的新疆","Rand，C.","《国讯》",1947,"第435期","7-8","上海","今日的新疆","Rand，C. 王民"
"今日的新疆","王民","《国讯》",1947,"第435期","7-8","上海","今日的新疆","Rand，C. 王民"
"论法意两国罢工斗争","石仲子","《国讯》",1947,"第443期","10-11","上海","论法意两国罢工斗争","石仲子"
"新闻之窗:“马歇尔计划”","柏舟","《国讯》",1947,"第436期","12","上海","新闻之窗:“马歇尔计划”","柏舟"
"共产党在做什么?","群生","《国讯》",1947,"第423期","9","上海","共产党在做什么?","群生"
"说亮话:国格和民意","黄炎培","《国讯》",1947,"第425期","封1","上海","说亮话:国格和民意","黄炎培"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:日本民意测验揭晓","M.H.","《国讯》",1947,"第426期","11","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:日本民意测验揭晓","M.H."
"美军撤离中国此其时矣","Peffer，N.","《国讯》",1947,"第426期","5","上海","美军撤离中国此其时矣","Peffer，N. 蒸"
"美军撤离中国此其时矣","蒸","《国讯》",1947,"第426期","5","上海","美军撤离中国此其时矣","Peffer，N. 蒸"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:民社党革新派发表时局意见","M.H.","《国讯》",1947,"第425期","11","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:民社党革新派发表时局意见","M.H."
"苞桑随笔:自箴语","抱一","《国讯》",1947,"第424期","11","上海","苞桑随笔:自箴语","抱一"
"人民的世纪:电力工人抗议同工被捕","M.H.","《国讯》",1947,"第433期","11","上海","人民的世纪:电力工人抗议同工被捕","M.H."
"动荡不安中的华南","Powell.J.W.","《国讯》",1947,"第431期","8-9","上海","动荡不安中的华南","Powell.J.W. 文骊"
"动荡不安中的华南","文骊","《国讯》",1947,"第431期","8-9","上海","动荡不安中的华南","Powell.J.W. 文骊"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:约大学生向美军提出三要求","M.H.","《国讯》",1947,"第431期","11","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:约大学生向美军提出三要求","M.H."
"诗:愿言四首","黄炎培","《国讯》",1947,"第413期","2","上海","诗:愿言四首","黄炎培"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:郝钦斯警告和平不能收买","M.H.","《国讯》",1947,"第444期","19","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:郝钦斯警告和平不能收买","M.H."
"人民的世纪:报道国内外民主消息，记载全世界解放运动:民主同盟招待记者会","光祖","《国讯》",1947,"第412期","8","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:民主同盟招待记者会","光祖"
"一周间叶事研究提纲:防共试验所","石啸冲","《国讯》",1947,"第413期","6","上海","一周间叶事研究提纲:防共试验所","石啸冲"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:大学生的对日问题意见","M.H.","《国讯》",1947,"第428期","10","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:大学生的对日问题意见","M.H."
"一发:[诗词]","苏渊雷","《国讯》",1947,"第417期","4","上海","一发:[诗词]","苏渊雷"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:华莱士吁请组党","M.H.","《国讯》",1947,"第416期","8","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:华莱士吁请组党","M.H."
"人民的世纪:报道国内外民主消息，记载全世界解放运动:中小学教师的意见","M.H.","《国讯》",1947,"第417期","11","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:中小学教师的意见","M.H."
"人民的世纪:报道国内外民主消息，记载全世界解放运动:郭沫若谈保障人权","M.H.","《国讯》",1947,"第413期","8","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:郭沫若谈保障人权","M.H."
"人民的世纪:报道国内外民主消息，记载全世界解放运动:美国民意测验结果","M.H.","《国讯》",1947,"第421期","12","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:美国民意测验结果","M.H."
"人民的世纪:报道国内外民主消息，记载全世界解放运动:巴尔干各国的经济复兴","M.H.","《国讯》",1947,"第421期","12","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:巴尔干各国的经济复兴","M.H."
"值得重视而且同情的武大教授会宣言","江问渔","《国讯》",1947,"第421期","3","上海","值得重视而且同情的武大教授会宣言","江问渔"
"美国贷款的能力","Hall，A.","《国讯》",1947,"第421期","4","上海","美国贷款的能力","Hall，A. 蒸"
"美国贷款的能力","蒸","《国讯》",1947,"第421期","4","上海","美国贷款的能力","Hall，A. 蒸"
"工商家应该找正当的出路(从工业协会请求说起)","黾溪","《国讯》",1947,"第411期","7","上海","工商家应该找正当的出路(从工业协会请求说起)","黾溪"
"一周间时事研究提纲:考虑正多","石啸冲","《国讯》",1947,"第416期","7","上海","一周间时事研究提纲:考虑正多","石啸冲"
"迎接新的时代:新的五四运动","吴耀宗","《国讯》",1947,"第413期","2-3","上海","迎接新的时代:新的五四运动","吴耀宗"
"茅盾先生访问记(附照片)","陈曦","《国讯》",1947,"第412期","7","上海","茅盾先生访问记(附照片)","陈曦"
"跪在国父遗像面前干什么:一位老参政员的私人笔记(之四)","方登朋","《国讯》",1947,"第418期","7","上海","跪在国父遗像面前干什么:一位老参政员的私人笔记(之四)","方登朋"
"他山之石:自求灾难","王民","《国讯》",1947,"第416期","3","上海","他山之石:自求灾难","王民"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:农工民主党时局宣言","光祖","《国讯》",1947,"第412期","8","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:农工民主党时局宣言","光祖"
"旧事新话:在汉朝司马迁史记项羽本纪里有这样一段记载……","补斋","《国讯》",1947,"第413期","3","上海","旧事新话:在汉朝司马迁史记项羽本纪里有这样一段记载……","补斋"
"新闻人物偶拾:内幕记者根室与“美国内幕”","方芳","《国讯》",1947,"第428期","3-4","上海","新闻人物偶拾:内幕记者根室与“美国内幕”","方芳"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:平津愤慨沈案原判撤销","M.H.","《国讯》",1947,"第427期","11","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:平津愤慨沈案原判撤销","M.H."
"殖民地解放战争的第一线:今日的印尼","扬庶威","《国讯》",1947,"第424期","9-11","上海","殖民地解放战争的第一线:今日的印尼","扬庶威"
"一周间时事研究提纲:困难的问题","石啸冲","《国讯》",1947,"第425期","10","上海","一周间时事研究提纲:困难的问题","石啸冲"
"人民的世纪:报道国内外民主消息，记载全世界解放运动:民盟领袖晤魏德迈","M.H.","《国讯》",1947,"第425期","11","上海","人民的世纪:报道国内外民主消息，记载全世界解放运动:民盟领袖晤魏德迈","M.H."
"魏德迈来华问题:座谈会纪录","鹤如","《国讯》",1947,"第424期","2-3","上海","魏德迈来华问题:座谈会纪录","鹤如 王民"
"魏德迈来华问题:座谈会纪录","王民","《国讯》",1947,"第424期","2-3","上海","魏德迈来华问题:座谈会纪录","鹤如 王民"
